Anio,Semestre,Programa,Rol,Grado,region_norm,usuarios_activos,horas_totales,registros
2024,S1,IQP,Docente,3er grado,Sin ubicación,1,0.1,1
2024,S1,IQP,Docente,4to grado,AZUA,2,1.6,4
2024,S1,IQP,Docente,4to grado,COTUI,1,0.0,1
2024,S1,IQP,Docente,4to grado,HIGUEY,2,9.1,7
2024,S1,IQP,Docente,4to grado,LA VEGA,2,10.2,5
2024,S1,IQP,Docente,4to grado,MONTE CRISTI,4,3.6,7
2024,S1,IQP,Docente,4to grado,PUERTO PLATA,1,0.8,1
2024,S1,IQP,Docente,4to grado,SAN CRISTOBAL,1,0.0,1
2024,S1,IQP,Docente,4to grado,SAN FRANCISCO DE MACORIS,3,2.2,6
2024,S1,IQP,Docente,4to grado,SAN PEDRO DE MACORIS,2,1.1,3
2024,S1,IQP,Docente,4to grado,SANTIAGO,5,8.9,14
2024,S1,IQP,Docente,4to grado,SANTO DOMINGO,15,14.3,24
2024,S1,IQP,Docente,4to grado,Sin ubicación,28,37.1,63
2024,S1,IQP,Docente,5to grado,AZUA,25,22.9,38
2024,S1,IQP,Docente,5to grado,BAHORUCO,6,4.2,9
2024,S1,IQP,Docente,5to grado,BARAHONA,8,4.4,8
2024,S1,IQP,Docente,5to grado,COTUI,22,45.6,60
2024,S1,IQP,Docente,5to grado,HIGUEY,105,215.0,258
2024,S1,IQP,Docente,5to grado,LA VEGA,23,25.5,40
2024,S1,IQP,Docente,5to grado,MAO,12,12.3,25
2024,S1,IQP,Docente,5to grado,MONTE CRISTI,19,16.0,23
2024,S1,IQP,Docente,5to grado,MONTE PLATA,17,17.1,19
2024,S1,IQP,Docente,5to grado,NAGUA,18,23.3,26
2024,S1,IQP,Docente,5to grado,PUERTO PLATA,20,35.8,49
2024,S1,IQP,Docente,5to grado,SAN CRISTOBAL,29,24.8,41
2024,S1,IQP,Docente,5to grado,SAN FRANCISCO DE MACORIS,32,46.4,73
2024,S1,IQP,Docente,5to grado,SAN JUAN DE LA MAGUANA,12,5.3,14
2024,S1,IQP,Docente,5to grado,SAN PEDRO DE MACORIS,59,57.3,82
2024,S1,IQP,Docente,5to grado,SANTIAGO,99,201.9,270
2024,S1,IQP,Docente,5to grado,SANTO DOMINGO,289,438.9,548
2024,S1,IQP,Docente,5to grado,Sin ubicación,351,434.8,615
2024,S1,IQP,Docente,6to grado,BAHORUCO,1,0.2,1
2024,S1,IQP,Docente,6to grado,COTUI,6,23.0,30
2024,S1,IQP,Docente,6to grado,HIGUEY,13,50.7,58
2024,S1,IQP,Docente,6to grado,LA VEGA,8,45.7,54
2024,S1,IQP,Docente,6to grado,MAO,5,8.1,14
2024,S1,IQP,Docente,6to grado,MONTE CRISTI,2,2.9,5
2024,S1,IQP,Docente,6to grado,MONTE PLATA,5,7.0,12
2024,S1,IQP,Docente,6to grado,NAGUA,11,22.8,20
2024,S1,IQP,Docente,6to grado,PUERTO PLATA,3,8.4,11
2024,S1,IQP,Docente,6to grado,SAN CRISTOBAL,46,96.9,123
2024,S1,IQP,Docente,6to grado,SAN FRANCISCO DE MACORIS,22,33.3,39
2024,S1,IQP,Docente,6to grado,SAN PEDRO DE MACORIS,5,4.2,6
2024,S1,IQP,Docente,6to grado,SANTIAGO,22,61.5,73
2024,S1,IQP,Docente,6to grado,SANTO DOMINGO,28,50.1,71
2024,S1,IQP,Docente,6to grado,Sin ubicación,51,65.4,103
2024,S1,IQP,Docente,No especificado,MONTE PLATA,1,0.8,2
2024,S1,IQP,Docente,No especificado,SAN CRISTOBAL,1,0.2,1
2024,S1,IQP,Docente,No especificado,SAN FRANCISCO DE MACORIS,1,0.6,1
2024,S1,IQP,Docente,No especificado,SANTIAGO,1,2.1,1
2024,S1,IQP,Docente,No especificado,Sin ubicación,3,2.4,4
2024,S1,IQP,Estudiante,1er grado,AZUA,1,0.6,1
2024,S1,IQP,Estudiante,1er grado,BAHORUCO,2,1.0,2
2024,S1,IQP,Estudiante,1er grado,COTUI,3,3.3,4
2024,S1,IQP,Estudiante,1er grado,SAN JUAN DE LA MAGUANA,3,8.2,9
2024,S1,IQP,Estudiante,1er grado,SAN PEDRO DE MACORIS,2,2.5,3
2024,S1,IQP,Estudiante,1er grado,SANTIAGO,2,0.7,2
2024,S1,IQP,Estudiante,1er grado,SANTO DOMINGO,17,38.7,42
2024,S1,IQP,Estudiante,1er grado,Sin ubicación,31,35.3,58
2024,S1,IQP,Estudiante,2do grado,AZUA,3,2.1,3
2024,S1,IQP,Estudiante,2do grado,BAHORUCO,2,1.0,2
2024,S1,IQP,Estudiante,2do grado,COTUI,2,2.8,2
2024,S1,IQP,Estudiante,2do grado,HIGUEY,3,1.8,3
2024,S1,IQP,Estudiante,2do grado,LA VEGA,4,1.7,4
2024,S1,IQP,Estudiante,2do grado,MONTE CRISTI,2,1.4,3
2024,S1,IQP,Estudiante,2do grado,MONTE PLATA,1,0.2,1
2024,S1,IQP,Estudiante,2do grado,PUERTO PLATA,2,0.3,2
2024,S1,IQP,Estudiante,2do grado,SAN CRISTOBAL,11,5.6,14
2024,S1,IQP,Estudiante,2do grado,SAN FRANCISCO DE MACORIS,17,17.8,37
2024,S1,IQP,Estudiante,2do grado,SAN JUAN DE LA MAGUANA,1,1.6,1
2024,S1,IQP,Estudiante,2do grado,SAN PEDRO DE MACORIS,4,2.0,4
2024,S1,IQP,Estudiante,2do grado,SANTIAGO,4,6.4,10
2024,S1,IQP,Estudiante,2do grado,SANTO DOMINGO,56,31.4,58
2024,S1,IQP,Estudiante,2do grado,Sin ubicación,99,65.8,121
2024,S1,IQP,Estudiante,3er grado,AZUA,3,2.2,4
2024,S1,IQP,Estudiante,3er grado,BAHORUCO,2,0.8,2
2024,S1,IQP,Estudiante,3er grado,BARAHONA,1,0.2,1
2024,S1,IQP,Estudiante,3er grado,HIGUEY,3,3.0,4
2024,S1,IQP,Estudiante,3er grado,LA VEGA,1,0.2,1
2024,S1,IQP,Estudiante,3er grado,MONTE CRISTI,2,0.9,2
2024,S1,IQP,Estudiante,3er grado,MONTE PLATA,1,0.4,1
2024,S1,IQP,Estudiante,3er grado,NAGUA,1,0.5,1
2024,S1,IQP,Estudiante,3er grado,PUERTO PLATA,1,0.5,1
2024,S1,IQP,Estudiante,3er grado,SAN CRISTOBAL,4,2.6,4
2024,S1,IQP,Estudiante,3er grado,SAN FRANCISCO DE MACORIS,1,0.2,1
2024,S1,IQP,Estudiante,3er grado,SANTIAGO,8,4.8,9
2024,S1,IQP,Estudiante,3er grado,SANTO DOMINGO,15,13.7,18
2024,S1,IQP,Estudiante,3er grado,Sin ubicación,29,25.3,56
2024,S1,IQP,Estudiante,4to grado,AZUA,8,7.9,11
2024,S1,IQP,Estudiante,4to grado,BAHORUCO,1,0.2,1
2024,S1,IQP,Estudiante,4to grado,BARAHONA,2,2.6,3
2024,S1,IQP,Estudiante,4to grado,COTUI,2,1.1,2
2024,S1,IQP,Estudiante,4to grado,HIGUEY,3,0.6,3
2024,S1,IQP,Estudiante,4to grado,LA VEGA,3,2.1,4
2024,S1,IQP,Estudiante,4to grado,MAO,2,2.1,3
2024,S1,IQP,Estudiante,4to grado,MONTE CRISTI,1,3.4,4
2024,S1,IQP,Estudiante,4to grado,MONTE PLATA,3,1.2,3
2024,S1,IQP,Estudiante,4to grado,PUERTO PLATA,3,1.5,4
2024,S1,IQP,Estudiante,4to grado,SAN CRISTOBAL,2,0.7,2
2024,S1,IQP,Estudiante,4to grado,SAN FRANCISCO DE MACORIS,2,0.7,2
2024,S1,IQP,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,2,0.7,2
2024,S1,IQP,Estudiante,4to grado,SAN PEDRO DE MACORIS,7,3.5,9
2024,S1,IQP,Estudiante,4to grado,SANTIAGO,5,3.4,7
2024,S1,IQP,Estudiante,4to grado,SANTO DOMINGO,40,78.0,88
2024,S1,IQP,Estudiante,4to grado,Sin ubicación,48,25.4,62
2024,S1,IQP,Estudiante,5to grado,AZUA,29,44.7,40
2024,S1,IQP,Estudiante,5to grado,BAHORUCO,5,4.2,6
2024,S1,IQP,Estudiante,5to grado,BARAHONA,10,8.7,11
2024,S1,IQP,Estudiante,5to grado,COTUI,35,49.3,51
2024,S1,IQP,Estudiante,5to grado,HIGUEY,775,1234.7,1356
2024,S1,IQP,Estudiante,5to grado,LA VEGA,95,114.5,136
2024,S1,IQP,Estudiante,5to grado,MAO,10,7.5,15
2024,S1,IQP,Estudiante,5to grado,MONTE CRISTI,4,2.0,4
2024,S1,IQP,Estudiante,5to grado,MONTE PLATA,37,19.5,37
2024,S1,IQP,Estudiante,5to grado,NAGUA,121,202.4,156
2024,S1,IQP,Estudiante,5to grado,PUERTO PLATA,152,192.3,217
2024,S1,IQP,Estudiante,5to grado,SAN CRISTOBAL,863,1389.1,1391
2024,S1,IQP,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,282,334.9,383
2024,S1,IQP,Estudiante,5to grado,SAN JUAN DE LA MAGUANA,8,9.2,13
2024,S1,IQP,Estudiante,5to grado,SAN PEDRO DE MACORIS,33,22.0,35
2024,S1,IQP,Estudiante,5to grado,SANTIAGO,562,937.2,1012
2024,S1,IQP,Estudiante,5to grado,SANTO DOMINGO,1981,2994.1,3408
2024,S1,IQP,Estudiante,5to grado,Sin ubicación,710,787.6,1073
2024,S1,IQP,Estudiante,6to grado,AZUA,48,37.5,58
2024,S1,IQP,Estudiante,6to grado,BAHORUCO,13,7.7,16
2024,S1,IQP,Estudiante,6to grado,BARAHONA,23,21.1,33
2024,S1,IQP,Estudiante,6to grado,COTUI,37,31.2,53
2024,S1,IQP,Estudiante,6to grado,HIGUEY,227,840.3,883
2024,S1,IQP,Estudiante,6to grado,LA VEGA,44,27.6,48
2024,S1,IQP,Estudiante,6to grado,MAO,17,6.7,17
2024,S1,IQP,Estudiante,6to grado,MONTE CRISTI,20,18.6,26
2024,S1,IQP,Estudiante,6to grado,MONTE PLATA,14,8.9,17
2024,S1,IQP,Estudiante,6to grado,NAGUA,17,26.4,38
2024,S1,IQP,Estudiante,6to grado,PUERTO PLATA,17,8.5,18
2024,S1,IQP,Estudiante,6to grado,SAN CRISTOBAL,60,33.0,66
2024,S1,IQP,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,41,20.2,45
2024,S1,IQP,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,35,19.1,38
2024,S1,IQP,Estudiante,6to grado,SAN PEDRO DE MACORIS,111,76.0,125
2024,S1,IQP,Estudiante,6to grado,SANTIAGO,724,1266.9,1802
2024,S1,IQP,Estudiante,6to grado,SANTO DOMINGO,889,1330.5,1686
2024,S1,IQP,Estudiante,6to grado,Sin ubicación,1558,2111.7,2953
2024,S1,IQP,Estudiante,No especificado,Sin ubicación,5,1.8,7
2024,S1,IQP,Parent,6to grado,Sin ubicación,6,3.6,13
2024,S1,IQP,Parent,No especificado,Sin ubicación,3,0.7,3
2024,S1,IQP,Sin rol,No especificado,Sin ubicación,1,59.4,59
2024,S1,IQS,Admin,6to grado,Sin ubicación,1,1.7,3
2024,S1,IQS,Admin,No especificado,Sin ubicación,1,3.8,15
2024,S1,IQS,Docente,1er grado,AZUA,9,17.2,31
2024,S1,IQS,Docente,1er grado,BAHORUCO,4,6.9,12
2024,S1,IQS,Docente,1er grado,BARAHONA,1,3.7,4
2024,S1,IQS,Docente,1er grado,COTUI,5,12.1,26
2024,S1,IQS,Docente,1er grado,HIGUEY,7,32.1,53
2024,S1,IQS,Docente,1er grado,LA VEGA,10,19.0,22
2024,S1,IQS,Docente,1er grado,MAO,5,9.4,16
2024,S1,IQS,Docente,1er grado,MONTE CRISTI,11,36.8,46
2024,S1,IQS,Docente,1er grado,MONTE PLATA,1,0.3,2
2024,S1,IQS,Docente,1er grado,PUERTO PLATA,7,34.1,50
2024,S1,IQS,Docente,1er grado,SAN CRISTOBAL,5,17.2,27
2024,S1,IQS,Docente,1er grado,SAN FRANCISCO DE MACORIS,8,21.9,32
2024,S1,IQS,Docente,1er grado,SAN JUAN DE LA MAGUANA,5,4.7,13
2024,S1,IQS,Docente,1er grado,SAN PEDRO DE MACORIS,4,3.5,8
2024,S1,IQS,Docente,1er grado,SANTIAGO,12,69.4,72
2024,S1,IQS,Docente,1er grado,SANTO DOMINGO,47,96.2,142
2024,S1,IQS,Docente,1er grado,Sin ubicación,60,114.3,164
2024,S1,IQS,Docente,2do grado,SANTO DOMINGO,1,9.3,10
2024,S1,IQS,Docente,4to grado,AZUA,142,326.2,433
2024,S1,IQS,Docente,4to grado,BAHORUCO,29,53.9,58
2024,S1,IQS,Docente,4to grado,BARAHONA,58,120.0,163
2024,S1,IQS,Docente,4to grado,COTUI,158,297.0,386
2024,S1,IQS,Docente,4to grado,HIGUEY,195,430.8,608
2024,S1,IQS,Docente,4to grado,LA VEGA,196,411.0,500
2024,S1,IQS,Docente,4to grado,MAO,70,162.2,198
2024,S1,IQS,Docente,4to grado,MONTE CRISTI,156,494.8,573
2024,S1,IQS,Docente,4to grado,MONTE PLATA,108,196.8,263
2024,S1,IQS,Docente,4to grado,NAGUA,101,261.8,316
2024,S1,IQS,Docente,4to grado,PUERTO PLATA,132,312.6,408
2024,S1,IQS,Docente,4to grado,SAN CRISTOBAL,241,550.9,676
2024,S1,IQS,Docente,4to grado,SAN FRANCISCO DE MACORIS,189,402.3,476
2024,S1,IQS,Docente,4to grado,SAN JUAN DE LA MAGUANA,108,211.6,337
2024,S1,IQS,Docente,4to grado,SAN PEDRO DE MACORIS,271,582.5,711
2024,S1,IQS,Docente,4to grado,SANTIAGO,336,767.0,877
2024,S1,IQS,Docente,4to grado,SANTO DOMINGO,1098,2323.3,2809
2024,S1,IQS,Docente,4to grado,Sin ubicación,943,1490.5,2222
2024,S1,IQS,Docente,5to grado,SAN PEDRO DE MACORIS,1,0.2,2
2024,S1,IQS,Docente,6to grado,AZUA,5,10.0,19
2024,S1,IQS,Docente,6to grado,BAHORUCO,2,1.3,4
2024,S1,IQS,Docente,6to grado,BARAHONA,1,0.6,1
2024,S1,IQS,Docente,6to grado,COTUI,11,16.1,21
2024,S1,IQS,Docente,6to grado,HIGUEY,6,32.5,27
2024,S1,IQS,Docente,6to grado,LA VEGA,12,34.9,40
2024,S1,IQS,Docente,6to grado,MAO,2,7.4,9
2024,S1,IQS,Docente,6to grado,MONTE CRISTI,4,15.2,16
2024,S1,IQS,Docente,6to grado,MONTE PLATA,3,9.5,11
2024,S1,IQS,Docente,6to grado,NAGUA,4,9.0,15
2024,S1,IQS,Docente,6to grado,PUERTO PLATA,7,9.0,15
2024,S1,IQS,Docente,6to grado,SAN CRISTOBAL,26,32.9,49
2024,S1,IQS,Docente,6to grado,SAN FRANCISCO DE MACORIS,8,22.4,19
2024,S1,IQS,Docente,6to grado,SAN JUAN DE LA MAGUANA,2,4.0,7
2024,S1,IQS,Docente,6to grado,SAN PEDRO DE MACORIS,15,29.9,39
2024,S1,IQS,Docente,6to grado,SANTIAGO,27,50.6,73
2024,S1,IQS,Docente,6to grado,SANTO DOMINGO,52,115.7,121
2024,S1,IQS,Docente,6to grado,Sin ubicación,60,65.1,127
2024,S1,IQS,Docente,No especificado,AZUA,1,0.8,1
2024,S1,IQS,Docente,No especificado,COTUI,1,5.6,4
2024,S1,IQS,Docente,No especificado,HIGUEY,1,1.2,2
2024,S1,IQS,Docente,No especificado,MONTE CRISTI,2,16.8,18
2024,S1,IQS,Docente,No especificado,NAGUA,1,2.9,1
2024,S1,IQS,Docente,No especificado,PUERTO PLATA,1,0.6,4
2024,S1,IQS,Docente,No especificado,SAN CRISTOBAL,1,0.7,2
2024,S1,IQS,Docente,No especificado,SAN JUAN DE LA MAGUANA,1,1.1,2
2024,S1,IQS,Docente,No especificado,SAN PEDRO DE MACORIS,3,3.4,6
2024,S1,IQS,Docente,No especificado,SANTIAGO,5,6.4,8
2024,S1,IQS,Docente,No especificado,SANTO DOMINGO,7,13.6,17
2024,S1,IQS,Docente,No especificado,Sin ubicación,15,22.5,45
2024,S1,IQS,Editor,No especificado,SANTIAGO,1,296.1,99
2024,S1,IQS,Estudiante,1er grado,AZUA,47,60.8,183
2024,S1,IQS,Estudiante,1er grado,BAHORUCO,9,5.3,15
2024,S1,IQS,Estudiante,1er grado,BARAHONA,39,39.5,111
2024,S1,IQS,Estudiante,1er grado,COTUI,31,37.4,109
2024,S1,IQS,Estudiante,1er grado,HIGUEY,32,39.4,115
2024,S1,IQS,Estudiante,1er grado,LA VEGA,43,53.8,135
2024,S1,IQS,Estudiante,1er grado,MAO,8,4.4,18
2024,S1,IQS,Estudiante,1er grado,MONTE CRISTI,34,31.5,102
2024,S1,IQS,Estudiante,1er grado,MONTE PLATA,21,23.5,79
2024,S1,IQS,Estudiante,1er grado,NAGUA,26,29.2,96
2024,S1,IQS,Estudiante,1er grado,PUERTO PLATA,38,44.4,148
2024,S1,IQS,Estudiante,1er grado,SAN CRISTOBAL,116,115.1,381
2024,S1,IQS,Estudiante,1er grado,SAN FRANCISCO DE MACORIS,31,62.8,135
2024,S1,IQS,Estudiante,1er grado,SAN JUAN DE LA MAGUANA,22,17.6,79
2024,S1,IQS,Estudiante,1er grado,SAN PEDRO DE MACORIS,44,63.9,138
2024,S1,IQS,Estudiante,1er grado,SANTIAGO,162,134.1,441
2024,S1,IQS,Estudiante,1er grado,SANTO DOMINGO,356,488.4,1292
2024,S1,IQS,Estudiante,1er grado,Sin ubicación,403,422.1,1220
2024,S1,IQS,Estudiante,2do grado,AZUA,148,224.4,407
2024,S1,IQS,Estudiante,2do grado,BAHORUCO,36,42.5,76
2024,S1,IQS,Estudiante,2do grado,BARAHONA,19,24.9,57
2024,S1,IQS,Estudiante,2do grado,COTUI,140,316.5,319
2024,S1,IQS,Estudiante,2do grado,HIGUEY,308,406.4,406
2024,S1,IQS,Estudiante,2do grado,LA VEGA,327,458.7,573
2024,S1,IQS,Estudiante,2do grado,MAO,18,18.3,31
2024,S1,IQS,Estudiante,2do grado,MONTE CRISTI,193,399.2,626
2024,S1,IQS,Estudiante,2do grado,MONTE PLATA,46,62.3,64
2024,S1,IQS,Estudiante,2do grado,NAGUA,46,71.3,87
2024,S1,IQS,Estudiante,2do grado,PUERTO PLATA,162,374.9,400
2024,S1,IQS,Estudiante,2do grado,SAN CRISTOBAL,1262,2284.2,2741
2024,S1,IQS,Estudiante,2do grado,SAN FRANCISCO DE MACORIS,552,1078.0,1362
2024,S1,IQS,Estudiante,2do grado,SAN JUAN DE LA MAGUANA,46,48.2,90
2024,S1,IQS,Estudiante,2do grado,SAN PEDRO DE MACORIS,126,162.2,272
2024,S1,IQS,Estudiante,2do grado,SANTIAGO,800,1577.8,1916
2024,S1,IQS,Estudiante,2do grado,SANTO DOMINGO,1840,2869.0,3692
2024,S1,IQS,Estudiante,2do grado,Sin ubicación,1511,2508.3,3107
2024,S1,IQS,Estudiante,3er grado,AZUA,12,14.1,20
2024,S1,IQS,Estudiante,3er grado,BAHORUCO,46,32.9,63
2024,S1,IQS,Estudiante,3er grado,BARAHONA,4,4.9,8
2024,S1,IQS,Estudiante,3er grado,COTUI,8,13.5,16
2024,S1,IQS,Estudiante,3er grado,HIGUEY,96,65.8,112
2024,S1,IQS,Estudiante,3er grado,LA VEGA,12,29.2,40
2024,S1,IQS,Estudiante,3er grado,MAO,3,0.5,4
2024,S1,IQS,Estudiante,3er grado,MONTE CRISTI,4,16.0,10
2024,S1,IQS,Estudiante,3er grado,MONTE PLATA,4,3.6,7
2024,S1,IQS,Estudiante,3er grado,NAGUA,7,9.3,14
2024,S1,IQS,Estudiante,3er grado,PUERTO PLATA,16,10.4,36
2024,S1,IQS,Estudiante,3er grado,SAN CRISTOBAL,10,12.3,17
2024,S1,IQS,Estudiante,3er grado,SAN FRANCISCO DE MACORIS,16,16.4,26
2024,S1,IQS,Estudiante,3er grado,SAN JUAN DE LA MAGUANA,4,1.8,6
2024,S1,IQS,Estudiante,3er grado,SAN PEDRO DE MACORIS,15,12.3,30
2024,S1,IQS,Estudiante,3er grado,SANTIAGO,142,352.7,552
2024,S1,IQS,Estudiante,3er grado,SANTO DOMINGO,96,177.9,232
2024,S1,IQS,Estudiante,3er grado,Sin ubicación,235,366.9,543
2024,S1,IQS,Estudiante,4to grado,AZUA,101,176.9,237
2024,S1,IQS,Estudiante,4to grado,BAHORUCO,12,15.9,23
2024,S1,IQS,Estudiante,4to grado,BARAHONA,12,7.8,18
2024,S1,IQS,Estudiante,4to grado,COTUI,47,49.9,110
2024,S1,IQS,Estudiante,4to grado,HIGUEY,62,154.0,256
2024,S1,IQS,Estudiante,4to grado,LA VEGA,44,80.5,115
2024,S1,IQS,Estudiante,4to grado,MAO,11,13.6,21
2024,S1,IQS,Estudiante,4to grado,MONTE CRISTI,15,35.3,55
2024,S1,IQS,Estudiante,4to grado,MONTE PLATA,16,17.7,44
2024,S1,IQS,Estudiante,4to grado,NAGUA,61,82.6,121
2024,S1,IQS,Estudiante,4to grado,PUERTO PLATA,24,26.2,43
2024,S1,IQS,Estudiante,4to grado,SAN CRISTOBAL,43,52.4,105
2024,S1,IQS,Estudiante,4to grado,SAN FRANCISCO DE MACORIS,67,55.5,107
2024,S1,IQS,Estudiante,4to grado,SAN JUAN DE LA MAGUANA,29,37.4,72
2024,S1,IQS,Estudiante,4to grado,SAN PEDRO DE MACORIS,76,104.2,227
2024,S1,IQS,Estudiante,4to grado,SANTIAGO,152,315.7,448
2024,S1,IQS,Estudiante,4to grado,SANTO DOMINGO,392,802.9,1052
2024,S1,IQS,Estudiante,4to grado,Sin ubicación,366,629.4,1097
2024,S1,IQS,Estudiante,5to grado,AZUA,39,53.5,79
2024,S1,IQS,Estudiante,5to grado,BAHORUCO,7,8.9,14
2024,S1,IQS,Estudiante,5to grado,BARAHONA,14,42.9,38
2024,S1,IQS,Estudiante,5to grado,COTUI,12,12.7,25
2024,S1,IQS,Estudiante,5to grado,HIGUEY,27,60.8,117
2024,S1,IQS,Estudiante,5to grado,LA VEGA,20,55.0,75
2024,S1,IQS,Estudiante,5to grado,MAO,5,19.1,12
2024,S1,IQS,Estudiante,5to grado,MONTE CRISTI,7,24.8,39
2024,S1,IQS,Estudiante,5to grado,MONTE PLATA,8,14.9,13
2024,S1,IQS,Estudiante,5to grado,NAGUA,8,11.9,36
2024,S1,IQS,Estudiante,5to grado,PUERTO PLATA,14,21.6,31
2024,S1,IQS,Estudiante,5to grado,SAN CRISTOBAL,18,16.6,23
2024,S1,IQS,Estudiante,5to grado,SAN FRANCISCO DE MACORIS,10,13.0,21
2024,S1,IQS,Estudiante,5to grado,SAN JUAN DE LA MAGUANA,18,27.1,72
2024,S1,IQS,Estudiante,5to grado,SAN PEDRO DE MACORIS,45,47.0,87
2024,S1,IQS,Estudiante,5to grado,SANTIAGO,53,77.4,124
2024,S1,IQS,Estudiante,5to grado,SANTO DOMINGO,266,469.9,688
2024,S1,IQS,Estudiante,5to grado,Sin ubicación,158,329.9,517
2024,S1,IQS,Estudiante,6to grado,AZUA,1704,3600.4,5935
2024,S1,IQS,Estudiante,6to grado,BAHORUCO,367,753.3,1267
2024,S1,IQS,Estudiante,6to grado,BARAHONA,763,1347.6,2491
2024,S1,IQS,Estudiante,6to grado,COTUI,1571,3215.7,5813
2024,S1,IQS,Estudiante,6to grado,HIGUEY,2111,5697.8,8528
2024,S1,IQS,Estudiante,6to grado,LA VEGA,1872,3909.4,6123
2024,S1,IQS,Estudiante,6to grado,MAO,686,1239.6,2085
2024,S1,IQS,Estudiante,6to grado,MONTE CRISTI,1091,3765.2,5304
2024,S1,IQS,Estudiante,6to grado,MONTE PLATA,649,958.8,1957
2024,S1,IQS,Estudiante,6to grado,NAGUA,1053,2048.6,3360
2024,S1,IQS,Estudiante,6to grado,PUERTO PLATA,1324,2924.2,5130
2024,S1,IQS,Estudiante,6to grado,SAN CRISTOBAL,2431,5230.0,8544
2024,S1,IQS,Estudiante,6to grado,SAN FRANCISCO DE MACORIS,1979,4351.2,6623
2024,S1,IQS,Estudiante,6to grado,SAN JUAN DE LA MAGUANA,951,1904.2,3468
2024,S1,IQS,Estudiante,6to grado,SAN PEDRO DE MACORIS,2574,6771.0,9765
2024,S1,IQS,Estudiante,6to grado,SANTIAGO,4446,9956.1,16444
2024,S1,IQS,Estudiante,6to grado,SANTO DOMINGO,13904,36183.8,48544
2024,S1,IQS,Estudiante,6to grado,Sin ubicación,10805,21992.5,37034
2024,S1,IQS,Estudiante,No especificado,COTUI,2,6.1,10
2024,S1,IQS,Estudiante,No especificado,LA VEGA,2,0.9,2
2024,S1,IQS,Estudiante,No especificado,MONTE PLATA,1,0.4,1
2024,S1,IQS,Estudiante,No especificado,SAN CRISTOBAL,11,17.4,30
2024,S1,IQS,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,2,0.9,2
2024,S1,IQS,Estudiante,No especificado,SAN JUAN DE LA MAGUANA,2,3.2,4
2024,S1,IQS,Estudiante,No especificado,SANTIAGO,12,16.4,23
2024,S1,IQS,Estudiante,No especificado,SANTO DOMINGO,21,36.9,64
2024,S1,IQS,Estudiante,No especificado,Sin ubicación,11,19.3,19
2024,S1,IQS,Invitado,4to grado,SAN CRISTOBAL,2,2.5,3
2024,S1,IQS,Invitado,4to grado,Sin ubicación,5,7.7,14
2024,S1,IQS,Invitado,6to grado,BARAHONA,8,14.2,28
2024,S1,IQS,Invitado,6to grado,COTUI,1,3.4,5
2024,S1,IQS,Invitado,6to grado,HIGUEY,2,5.3,7
2024,S1,IQS,Invitado,6to grado,LA VEGA,1,3.1,1
2024,S1,IQS,Invitado,6to grado,MAO,1,1.5,4
2024,S1,IQS,Invitado,6to grado,MONTE CRISTI,5,31.6,43
2024,S1,IQS,Invitado,6to grado,MONTE PLATA,1,1.9,3
2024,S1,IQS,Invitado,6to grado,PUERTO PLATA,2,16.9,15
2024,S1,IQS,Invitado,6to grado,SAN CRISTOBAL,2,5.8,5
2024,S1,IQS,Invitado,6to grado,SAN FRANCISCO DE MACORIS,1,1.4,1
2024,S1,IQS,Invitado,6to grado,SAN JUAN DE LA MAGUANA,3,8.9,11
2024,S1,IQS,Invitado,6to grado,SAN PEDRO DE MACORIS,1,11.3,7
2024,S1,IQS,Invitado,6to grado,SANTIAGO,19,60.4,62
2024,S1,IQS,Invitado,6to grado,SANTO DOMINGO,38,196.1,164
2024,S1,IQS,Invitado,6to grado,Sin ubicación,2343,3664.4,5049
2024,S1,IQS,Invitado,No especificado,Sin ubicación,2,0.9,4
2024,S2,IQ512,Admin,No especificado,Sin ubicación,2,1.7,3
2024,S2,IQ512,Coordinador,No especificado,Sin ubicación,1,88.0,45
2024,S2,IQ512,Docente,No especificado,Sin ubicación,1,0.6,1
2024,S2,IQ512,Editor,No especificado,Sin ubicación,1,63.0,39
2024,S2,IQ512,Estudiante,No especificado,AZUA,39,509.3,504
2024,S2,IQ512,Estudiante,No especificado,BAHORUCO,21,213.2,204
2024,S2,IQ512,Estudiante,No especificado,BARAHONA,35,357.1,439
2024,S2,IQ512,Estudiante,No especificado,COTUI,23,334.2,249
2024,S2,IQ512,Estudiante,No especificado,HIGUEY,28,264.9,212
2024,S2,IQ512,Estudiante,No especificado,LA VEGA,58,686.0,555
2024,S2,IQ512,Estudiante,No especificado,MAO,15,179.1,158
2024,S2,IQ512,Estudiante,No especificado,MONTE CRISTI,14,97.5,123
2024,S2,IQ512,Estudiante,No especificado,MONTE PLATA,11,93.2,85
2024,S2,IQ512,Estudiante,No especificado,NAGUA,19,169.3,186
2024,S2,IQ512,Estudiante,No especificado,PUERTO PLATA,13,180.5,158
2024,S2,IQ512,Estudiante,No especificado,SAN CRISTOBAL,39,450.0,409
2024,S2,IQ512,Estudiante,No especificado,SAN FRANCISCO DE MACORIS,27,316.4,359
